participant_ID,treatment,part,trial_no,rounds,red_prior_prob,true_guilty_suspect,suspect_accused,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,outcome_1,outcome_2,outcome_3,outcome_4,outcome_5,outcome_6,outcome_7,outcome_8,outcome_9,timing_choice_1,timing_choice_2,timing_choice_3,timing_choice_4,timing_choice_5,timing_choice_6,timing_choice_7,timing_choice_8,timing_choice_9,timing_choice_10,timing_choice_11,correct_suspect_accused,evidence_round
1,1,1,23,7.0,0.5,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,916.630899999896,2156.6505999998885,2768.348399999773,3318.367599999578,3885.0700999996166,4485.030099999626,5018.332299999625,5884.9819999996935,7096.768199999549,,,1,5
1,1,1,24,7.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2233.380400000081,2816.679900000234,3433.3589000002144,4033.346100000188,4616.7011000001785,5283.3591000002225,5933.3236000002735,6533.3390000003965,7691.656000000332,,,1,0
1,1,1,25,7.0,0.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1566.673700000137,2366.607300000127,2999.933800000139,3616.6046000001593,4199.954600000171,4816.597000000266,5456.558900000329,7251.599700000234,8361.510600000285,,,1,0
2,1,1,1,5.0,0.5,0,0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,27135.18020000025,35329.90010000035,41164.77540000029,44856.20860000028,63052.206500000895,71542.11820000072,80362.19860000057,,,,,1,0
2,1,1,2,3.0,0.3,0,1,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,12958.152500000107,28057.136200000077,30203.377600000123,36545.98069999949,39747.79679999954,,,,,,,0,0
2,1,1,3,5.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,10557.598299999556,11719.423199999505,12812.47049999957,15030.466599999387,17603.408699999327,21644.97519999953,23678.232999999258,,,,,1,0
2,1,1,4,7.0,0.5,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,24487.32600000056,25440.822000000586,26339.21270000063,27202.90560000061,30621.731700000604,31485.066800000655,32530.487600000386,34051.875400000565,35759.79940000084,,,1,6
2,1,1,5,7.0,0.7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5978.5462000003745,6773.609300000376,7735.424400000478,8538.680900000405,9410.080400000366,10476.81900000008,12901.924799999855,17249.003899999552,20185.741699999537,,,1,0
2,1,1,6,9.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36844.320699999626,37667.95719999968,38398.006099999526,39076.46179999931,39821.537299999465,44526.78279999937,47884.9960999993,52764.07189999997,53917.43639999988,57739.25589999982,59473.857999999775,1,0
2,1,1,7,5.0,0.3,0,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,5239.296599999862,5931.018399999782,6721.001899999873,7482.863799999915,9484.561999999298,12973.762699999435,16263.768899999392,,,,,0,0
2,1,1,8,9.0,0.9,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7499.7405999992325,8431.62659999917,9056.877999999188,9623.578299999072,10302.002899998979,10823.623099998757,11361.967799998747,11871.896999999017,13419.63989999888,15311.160399998524,17141.116199998523,1,0
2,1,1,9,3.0,0.9,0,0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,4778.39579999952,5496.793399999385,6174.9574999992265,8669.505599999933,9983.636799999902,,,,,,,1,0
2,1,1,10,1.0,0.5,1,0,1.0,,,,,,,,,0.0,,,,,,,,,12466.614799998915,15331.603599999582,17019.838299999694,,,,,,,,,0,0
2,1,1,11,9.0,0.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3673.351699999999,4625.218599999696,5233.526899999613,5786.872999999903,6288.450199999824,6828.340999999716,7363.320999999975,8636.862199999863,9565.479299999854,11340.139300000093,12900.99079999955,1,0
2,1,1,12,1.0,0.7,1,0,1.0,,,,,,,,,0.0,,,,,,,,,11202.838199999367,15064.655199999132,17343.719999998622,,,,,,,,,0,0
2,1,1,13,3.0,0.5,1,1,1.0,1.0,1.0,,,,,,,0.0,0.0,1.0,,,,,,,5121.111600000527,6514.424000000276,7097.572000000274,8751.39550000052,10509.560200000667,,,,,,,1,3
2,1,1,14,1.0,0.1,1,1,0.0,,,,,,,,,0.0,,,,,,,,,6848.8722999996935,10763.841599999576,12370.693599999786,,,,,,,,,1,0
2,1,1,15,5.0,0.9,0,0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4639.865299999762,5211.7527999994845,5716.649499999432,6231.61939999948,6830.012899999554,9603.923499999708,11407.119999999552,,,,,1,0
2,1,1,16,3.0,0.7,0,0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,42420.07040000111,43798.13290000111,45056.26020000081,51216.226800000804,53034.16980000061,,,,,,,1,0
2,1,1,17,7.0,0.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6153.36080000014,8558.114900000319,9349.863099999884,10056.46649999972,10799.788699999495,11704.969599999717,15673.539399999672,18344.795499999218,20189.925799998902,,,1,0
2,1,1,18,5.0,0.1,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,85570.05346666658,90024.61016666652,91111.20556666674,91856.46606666668,92669.55186666656,100007.5925666662,102784.69696666693,,,,,1,0
2,1,1,19,9.0,0.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13126.310999999,14036.383599999135,14858.083099998914,15686.258299998928,16446.35169999918,17266.39189999933,18004.797399999443,18723.03289999958,19859.928199999555,21918.035999999654,23687.924999999985,1,0
2,1,1,20,1.0,0.9,0,0,1.0,,,,,,,,,0.0,,,,,,,,,10849.81100000029,17796.717700000707,19386.752400000758,,,,,,,,,1,0
2,1,1,21,7.0,0.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,23228.27419999803,24103.29179999764,24896.69739999764,25665.013999997514,26386.77769999771,27141.95579999791,27983.880299998153,30435.57099999832,32118.78579999848,,,1,0
2,1,1,22,3.0,0.1,1,1,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,7284.9516333322,7801.1785666652295,8522.874899998784,10261.109699998804,11902.844399998436,,,,,,,1,0
2,1,1,23,7.0,0.9,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2755.042999999713,3324.522699999597,3826.4322999996575,4651.637699999518,5173.423499999427,5978.461099999375,7151.955999999447,8895.379699999583,10544.04409999915,,,1,0
2,1,1,24,1.0,0.3,1,1,0.0,,,,,,,,,0.0,,,,,,,,,3583.3713000004896,6733.7638000001025,8173.4703000002355,,,,,,,,,1,0
2,1,1,25,9.0,0.5,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4956.620599999579,5566.534199999551,6128.149899999748,6750.0364999999265,7285.146699999926,7891.877699999928,8438.495700000063,9055.2697000003,12288.795600000292,14525.4694000005,16299.1608000007,1,0
3,1,1,1,1.0,0.1,1,1,1.0,,,,,,,,,0.0,,,,,,,,,14864.599300000078,27760.819499999765,34202.25309999996,,,,,,,,,1,0
3,1,1,2,3.0,0.3,1,1,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,24948.616200000084,28168.634000000082,29669.918700000137,31905.437600000107,33658.95580000012,,,,,,,1,0
3,1,1,3,1.0,0.9,0,0,0.0,,,,,,,,,0.0,,,,,,,,,4362.41179999992,6080.714299999866,7717.159199999794,,,,,,,,,1,0
3,1,1,4,5.0,0.5,1,0,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2757.9737999998547,4793.146099999965,5910.868199999967,7912.968899999732,14953.0028999994,19624.34969999925,22045.168499999458,,,,,0,0
3,1,1,5,1.0,0.7,0,0,0.0,,,,,,,,,0.0,,,,,,,,,3941.913900000648,5126.180400000699,6579.402000000828,,,,,,,,,1,0
3,1,1,6,3.0,0.5,1,1,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,3193.195399999829,3993.9644999999437,5078.441300000203,7030.485900000107,8950.883299999965,,,,,,,1,0
3,1,1,7,7.0,0.3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,2686.153700000074,7541.071900000436,8225.021800000373,10060.29830000024,12095.983000000431,12613.200600000579,13113.675500000547,14214.611400000498,16118.086800000232,,,1,3
3,1,1,8,5.0,0.3,0,0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3693.6474000001813,4194.204700000202,4694.633900000377,5195.086400000337,5695.580700000429,8999.175800000568,10468.836900000524,,,,,1,0
3,1,1,9,9.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2926.199199999588,3426.7144999996053,3927.112999999547,4427.693799999694,5045.093599999765,5612.358199999746,6112.905499999674,6746.859499999632,7297.4741999995995,8431.854599999659,9668.109899999525,1,6
3,1,1,10,9.0,0.5,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.549699999892,4327.805299999939,4844.956300000009,5478.811500000057,5979.425600000074,6479.979399999965,7063.785999999939,7664.349899999934,8982.29449999994,10400.310299999932,11503.047899999785,1,0
3,1,1,11,3.0,0.1,1,1,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,2390.629099999857,3024.5254999998247,4192.233799999636,5426.7639999998855,7063.292799999879,,,,,,,1,0
3,1,1,12,9.0,0.3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2575.9503999999843,3126.5302000000374,3693.8162000000816,4194.21960000007,4694.784100000063,5195.3791000001265,5695.970100000177,6196.364500000233,6696.909100000159,7848.14370000015,8850.684500000021,1,4
3,1,1,13,7.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2725.693399999896,4594.169199999954,5294.816499999827,5862.036299999929,6362.547799999917,7497.000099999908,8030.886300000025,9415.676000000152,10668.437900000348,,,1,5
3,1,1,14,7.0,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2726.035800000163,3276.6608000001397,3943.8891000001922,4511.123100000238,5061.700200000233,5745.788400000034,6246.316400000107,7831.123500000121,8984.008000000138,,,1,0
3,1,1,15,5.0,0.1,1,0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2342.4202000000164,2909.653900000092,3410.2322000001195,3977.525500000185,4628.29780000015,8315.116700000106,9934.9287000002,,,,,0,0
3,1,1,16,9.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5412.563500000176,5929.686600000018,6430.244099999921,7014.095499999731,7514.638499999726,8098.371499999755,8798.99819999973,9299.553499999753,10550.972899999648,11852.157799999355,12971.736199999485,1,8
3,1,1,17,3.0,0.7,1,1,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,2340.590800000284,3208.0675000004,4025.6790000004466,5677.338200000289,6779.988300000457,,,,,,,1,0
3,1,1,18,7.0,0.1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,7697.608800000453,8198.102500000316,8698.675800000374,9282.684200000285,9866.523100000131,10367.057200000068,10867.50740000006,12135.438699999948,13455.001200000004,,,1,3
3,1,1,19,1.0,0.5,1,1,0.0,,,,,,,,,0.0,,,,,,,,,3009.762700000001,4611.288700000037,5697.453599999897,,,,,,,,,1,0
3,1,1,20,1.0,0.3,1,1,1.0,,,,,,,,,0.0,,,,,,,,,2592.602500000084,4310.867300000078,5697.210300000035,,,,,,,,,1,0
3,1,1,21,7.0,0.7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3110.059600000107,3627.1903000000752,4177.749699999905,4761.607599999945,6212.904299999897,6713.397699999849,7213.71099999977,8965.423399999703,10316.789999999452,,,0,0
3,1,1,22,5.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,3443.1866000000264,3977.0399000000207,4611.136899999962,5111.598000000015,5862.318100000119,6846.672399999988,7966.195199999836,,,,,1,0
3,1,1,23,5.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,,,,,2142.09970000008,2659.29530000007,3159.748900000159,3776.977900000141,4277.415299999938,5295.0552000000625,6397.825199999954,,,,,1,4
3,1,1,24,3.0,0.9,1,1,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,1773.3336000000704,2273.862400000193,4743.153200000535,9030.354100001015,10033.088200001172,,,,,,,1,0
